timestamp,open,high,low,close,volume
2024-12-06 04:00:00,97607.88,98282.0,97577.57,98151.98,0.3948
2024-12-06 08:00:00,98151.98,102000.0,97864.0,97939.05,0.2524
2024-12-06 12:00:00,97976.9,99389.99,97611.85,99187.96,0.4689
2024-12-06 16:00:00,99187.95,101748.0,98856.54,101649.05,0.4368
2024-12-06 20:00:00,101599.61,101826.96,99395.98,99641.63,0.1763
2024-12-07 00:00:00,99795.04,100309.09,98957.95,99438.29,0.2712
2024-12-07 04:00:00,99389.93,99616.51,99161.28,99373.45,0.1873
2024-12-07 08:00:00,99373.46,99737.87,99335.48,99542.72,0.226
2024-12-07 12:00:00,99563.45,99618.33,99303.5,99618.33,0.1465
2024-12-07 16:00:00,99402.72,100311.99,99402.72,100231.92,0.108
2024-12-07 20:00:00,100201.73,100589.17,99766.0,99848.01,0.2417
2024-12-08 00:00:00,99798.64,100350.0,99750.34,100110.27,0.2529
2024-12-08 04:00:00,100093.36,100093.36,99460.0,99719.7,0.1895
2024-12-08 08:00:00,99719.54,99719.54,98514.64,99697.1,0.2026
2024-12-08 12:00:00,99639.49,100315.24,99471.53,99620.28,0.0542
2024-12-08 16:00:00,99693.33,100037.61,99693.33,99893.72,0.0594
2024-12-08 20:00:00,100227.96,101251.61,99858.43,101226.0,0.1895
2024-12-09 00:00:00,101146.88,101146.88,98896.84,98900.24,0.2742
2024-12-09 04:00:00,99115.96,99514.94,93555.0,99488.11,0.3701
2024-12-09 08:00:00,99487.4,99599.59,98094.46,98094.46,0.1161
2024-12-09 12:00:00,98094.49,99950.21,97736.15,97795.47,0.4706
2024-12-09 16:00:00,97736.53,98138.71,97067.8,97067.85,0.2713
2024-12-09 20:00:00,97057.94,100999.99,93200.0,97378.39,0.6468
2024-12-10 00:00:00,97374.35,98057.84,95871.99,96861.97,0.6488
2024-12-10 04:00:00,96861.97,97460.08,93200.0,97147.0,0.2575
2024-12-10 08:00:00,97171.94,97851.95,96992.21,97834.09,0.2168
2024-12-10 12:00:00,97834.09,98142.0,96847.35,96847.35,0.2994
2024-12-10 16:00:00,96045.58,96282.0,94371.98,95874.98,0.5392
2024-12-10 20:00:00,95864.31,97078.11,94000.0,96525.97,0.2971
2024-12-11 00:00:00,96525.95,97406.32,95721.04,97406.28,0.2036
2024-12-11 04:00:00,97365.97,97722.0,97342.26,97376.26,0.1365
2024-12-11 08:00:00,97376.03,98374.05,97376.03,98329.39,0.1532
2024-12-11 12:00:00,98246.98,100479.61,98174.0,100358.99,0.5673
2024-12-11 16:00:00,100358.99,100948.89,99917.03,100944.0,0.357
2024-12-11 20:00:00,100999.99,101429.97,100897.98,101209.88,0.2762
2024-12-12 00:00:00,101209.9,101510.04,100541.0,101019.06,0.3422
2024-12-12 04:00:00,100973.82,100975.8,100428.14,100470.0,0.3199
2024-12-12 08:00:00,100475.97,100957.05,100298.0,100325.61,0.0656
2024-12-12 12:00:00,100318.05,101645.89,100318.05,101636.86,0.6208
2024-12-12 16:00:00,101638.45,102468.03,99348.03,99498.44,0.594
2024-12-12 20:00:00,99500.0,100306.73,99500.0,100052.09,0.3034
2024-12-13 00:00:00,100052.08,100218.99,99301.21,99612.05,0.1703
2024-12-13 04:00:00,99709.29,100090.02,99574.16,100055.96,0.238
2024-12-13 08:00:00,100061.04,100424.98,99964.91,100405.33,0.2516
2024-12-13 12:00:00,100405.33,101283.99,99931.98,100134.2,0.4465
2024-12-13 16:00:00,100131.66,101759.89,100049.98,101352.14,0.4845
2024-12-13 20:00:00,101357.77,101776.17,101126.0,101259.47,0.2919
2024-12-14 00:00:00,101259.47,102519.95,101259.47,102066.77,0.2334
2024-12-14 04:00:00,102076.54,102087.51,101721.91,101827.1,0.1677
2024-12-14 08:00:00,101748.73,101748.73,101409.04,101481.64,0.0843
2024-12-14 12:00:00,101529.63,101712.05,100908.93,101691.69,0.1734
2024-12-14 16:00:00,101691.68,101691.68,100485.01,101289.02,0.1406
2024-12-14 20:00:00,101133.88,101174.01,100672.89,101102.5,0.1043
2024-12-15 00:00:00,101319.57,101970.02,101319.57,101911.35,0.1187
2024-12-15 04:00:00,101820.23,102350.9,101717.85,101717.85,0.1773
2024-12-15 08:00:00,101727.37,102429.99,101697.49,102422.93,0.2347
2024-12-15 12:00:00,102422.94,103000.0,102422.94,102836.69,0.2405
2024-12-15 16:00:00,102672.86,103000.0,102672.86,103000.0,0.0938
2024-12-15 20:00:00,102997.99,103000.0,102691.63,103000.0,0.5495
2024-12-16 00:00:00,103000.0,105171.32,103000.0,104367.93,0.671
2024-12-16 04:00:00,104367.93,105176.34,104367.93,105094.69,0.0757
