timestamp,open,high,low,close,volume
2025-02-20 14:30:00,97752.8,98000.0,97680.2,97680.2,4323.08
2025-02-20 14:45:00,97680.1,97680.1,96817.7,96918.0,8710.989
2025-02-20 15:00:00,96918.0,97210.8,96756.1,97025.9,5581.266
2025-02-20 15:15:00,97025.9,97214.0,96930.0,97057.1,2577.315
2025-02-20 15:30:00,97057.1,97275.0,97000.0,97168.4,1446.686
2025-02-20 15:45:00,97168.4,97180.0,96801.0,96870.5,2526.264
2025-02-20 16:00:00,96871.1,97645.5,96838.1,97366.3,3914.292
2025-02-20 16:15:00,97366.3,97680.1,97310.8,97652.2,2156.588
2025-02-20 16:30:00,97652.1,97945.2,97506.0,97912.1,4005.396
2025-02-20 16:45:00,97912.0,97935.3,97470.2,97505.3,2350.291
2025-02-20 17:00:00,97505.3,97733.6,97495.3,97719.9,1235.155
2025-02-20 17:15:00,97719.8,97933.0,97710.6,97835.8,1473.993
2025-02-20 17:30:00,97835.9,97940.9,97768.1,97895.9,2389.771
2025-02-20 17:45:00,97895.9,97969.6,97829.7,97915.4,1102.356
2025-02-20 18:00:00,97915.3,98297.0,97902.0,98172.0,4961.4
2025-02-20 18:15:00,98172.1,98386.6,98036.1,98239.1,2718.097
2025-02-20 18:30:00,98239.1,98390.0,98082.8,98239.1,1880.616
2025-02-20 18:45:00,98239.2,98307.0,98088.1,98238.0,1110.659
2025-02-20 19:00:00,98238.0,98372.0,98230.0,98361.7,1287.248
2025-02-20 19:15:00,98361.8,98480.0,98246.7,98419.9,1670.132
2025-02-20 19:30:00,98419.9,98420.0,98185.5,98327.6,1335.979
2025-02-20 19:45:00,98327.6,98400.0,98257.4,98370.0,1311.836
2025-02-20 20:00:00,98369.9,98436.7,98261.3,98374.8,961.16
2025-02-20 20:15:00,98374.7,98662.1,98321.4,98532.6,2813.306
2025-02-20 20:30:00,98532.5,98619.9,98354.1,98551.2,1202.685
2025-02-20 20:45:00,98551.2,98589.1,98296.7,98405.0,1402.98
2025-02-20 21:00:00,98405.1,98451.5,98220.0,98254.9,1401.623
2025-02-20 21:15:00,98254.9,98274.5,98120.3,98140.0,1165.295
2025-02-20 21:30:00,98139.9,98216.1,98060.0,98063.5,805.016
2025-02-20 21:45:00,98063.6,98109.2,97952.8,98039.8,1399.824
2025-02-20 22:00:00,98039.8,98275.6,98020.0,98096.7,851.293
2025-02-20 22:15:00,98096.6,98146.7,98010.0,98129.0,702.959
2025-02-20 22:30:00,98129.0,98341.1,98128.9,98260.1,669.246
2025-02-20 22:45:00,98260.1,98260.1,98055.0,98076.7,572.708
2025-02-20 23:00:00,98076.6,98348.0,98055.0,98213.1,905.219
2025-02-20 23:15:00,98213.0,98356.1,98186.1,98256.7,877.866
2025-02-20 23:30:00,98256.8,98457.5,98256.7,98347.1,1078.207
2025-02-20 23:45:00,98347.0,98376.1,98230.2,98252.9,586.692
2025-02-21 00:00:00,98252.8,98450.0,98252.8,98424.2,783.212
2025-02-21 00:15:00,98424.2,98424.3,98240.0,98281.1,684.933
2025-02-21 00:30:00,98281.1,98365.0,98087.2,98087.3,752.284
2025-02-21 00:45:00,98087.2,98210.0,98030.5,98186.6,674.362
2025-02-21 01:00:00,98186.6,98242.9,98090.0,98117.6,510.309
2025-02-21 01:15:00,98117.6,98180.0,98064.0,98123.4,578.831
2025-02-21 01:30:00,98123.4,98213.0,98051.5,98156.9,689.54
2025-02-21 01:45:00,98156.8,98307.9,98146.3,98261.9,608.29
2025-02-21 02:00:00,98261.9,98327.7,98183.0,98308.0,495.477
2025-02-21 02:15:00,98308.0,98327.7,98200.0,98221.6,388.349
2025-02-21 02:30:00,98221.5,98250.0,98108.4,98123.0,453.589
2025-02-21 02:45:00,98123.0,98180.1,98060.0,98065.0,633.59
2025-02-21 03:00:00,98065.0,98156.1,98030.3,98111.3,523.046
2025-02-21 03:15:00,98111.3,98257.0,98085.5,98212.9,704.661
2025-02-21 03:30:00,98212.9,98224.0,98050.0,98106.2,543.641
2025-02-21 03:45:00,98106.2,98142.1,98050.0,98106.1,612.034
2025-02-21 04:00:00,98106.0,98210.0,98106.0,98192.9,680.515
2025-02-21 04:15:00,98192.9,98229.4,98090.8,98128.8,579.769
2025-02-21 04:30:00,98128.9,98222.0,98072.4,98219.1,433.062
2025-02-21 04:45:00,98219.2,98232.0,98136.5,98164.8,342.398
2025-02-21 05:00:00,98164.9,98226.2,98117.5,98226.1,286.538
2025-02-21 05:15:00,98226.2,98261.6,98173.0,98216.4,482.868
2025-02-21 05:30:00,98216.4,98326.2,98201.7,98321.4,624.037
2025-02-21 05:45:00,98321.4,98355.0,98242.8,98290.0,482.216
2025-02-21 06:00:00,98290.1,98380.0,98251.1,98316.6,893.814
2025-02-21 06:15:00,98316.7,98377.4,98311.0,98336.7,376.06
2025-02-21 06:30:00,98336.7,98366.0,98311.9,98333.1,294.68
2025-02-21 06:45:00,98333.0,98360.9,98300.0,98355.0,351.666
2025-02-21 07:00:00,98355.0,98450.0,98323.8,98398.3,766.657
2025-02-21 07:15:00,98398.2,98555.0,98370.0,98381.0,1265.3
2025-02-21 07:30:00,98381.0,98381.1,98192.1,98224.0,1262.178
2025-02-21 07:45:00,98224.0,98246.8,98106.5,98130.0,716.157
2025-02-21 08:00:00,98129.9,98215.3,98112.5,98205.4,790.519
2025-02-21 08:15:00,98205.3,98205.3,98104.0,98129.2,702.699
2025-02-21 08:30:00,98129.3,98201.6,98086.9,98155.1,837.628
2025-02-21 08:45:00,98155.0,98194.6,98120.0,98167.0,375.116
2025-02-21 09:00:00,98167.0,98316.2,98166.9,98302.5,623.013
2025-02-21 09:15:00,98302.5,98888.0,98296.0,98310.8,6727.175
2025-02-21 09:30:00,98310.0,98423.5,98057.5,98166.5,2696.06
2025-02-21 09:45:00,98166.6,98324.7,98140.5,98285.2,1049.519
2025-02-21 10:00:00,98285.1,98400.0,98180.0,98385.1,1242.743
2025-02-21 10:15:00,98385.2,98480.0,98334.3,98375.5,985.64
2025-02-21 10:30:00,98375.4,98524.9,98357.6,98480.0,1061.262
2025-02-21 10:45:00,98480.0,98622.5,98457.1,98563.4,735.753
2025-02-21 11:00:00,98563.4,98616.0,98433.7,98514.2,930.536
2025-02-21 11:15:00,98514.1,98733.7,98439.2,98721.1,1198.579
2025-02-21 11:30:00,98721.0,98768.0,98603.5,98661.1,1160.779
2025-02-21 11:45:00,98661.2,98677.3,98567.4,98579.7,582.473
2025-02-21 12:00:00,98579.7,98602.6,98476.0,98573.6,1114.067
2025-02-21 12:15:00,98573.6,98841.3,98573.6,98806.1,1405.199
2025-02-21 12:30:00,98806.1,98849.1,98691.6,98739.9,1195.134
2025-02-21 12:45:00,98740.0,98922.7,98739.9,98861.4,1900.719
2025-02-21 13:00:00,98861.4,99364.0,98745.6,99273.0,7780.271
2025-02-21 13:15:00,99273.0,99313.0,99019.8,99161.5,2025.999
2025-02-21 13:30:00,99161.4,99399.9,99161.4,99281.2,2451.837
2025-02-21 13:45:00,99281.3,99431.5,99221.7,99281.9,1979.751
2025-02-21 14:00:00,99281.7,99328.0,99017.0,99067.8,2500.102
2025-02-21 14:15:00,99067.8,99150.0,98901.0,98995.1,1929.601
2025-02-21 14:30:00,98995.1,98995.1,98289.9,98590.8,9371.828
2025-02-21 14:45:00,98590.9,98982.0,98480.1,98740.1,3855.413
2025-02-21 15:00:00,98740.1,99250.0,98543.0,99150.6,4584.618
2025-02-21 15:15:00,99147.5,99284.0,97575.6,98167.0,16428.235
2025-02-21 15:30:00,98167.0,98182.3,97143.0,97552.6,14750.855
2025-02-21 15:45:00,97552.5,98279.1,97380.0,98057.6,12128.161
2025-02-21 16:00:00,98057.6,98541.0,97673.0,98540.9,7162.659
2025-02-21 16:15:00,98540.9,98720.0,98232.6,98268.5,6434.663
2025-02-21 16:30:00,98268.4,98618.5,98146.9,98326.2,2577.026
2025-02-21 16:45:00,98326.2,98326.3,98068.1,98183.1,2167.398
2025-02-21 17:00:00,98183.2,98394.9,97900.9,97935.8,2429.776
2025-02-21 17:15:00,97935.8,98162.5,97775.0,97874.6,2963.339
2025-02-21 17:30:00,97874.7,97882.2,97053.0,97090.4,9096.275
2025-02-21 17:45:00,97090.3,97153.3,96775.6,96929.5,8650.619
2025-02-21 18:00:00,96929.5,97146.0,96643.5,96693.9,6227.867
2025-02-21 18:15:00,96693.9,97192.9,96684.2,97042.3,4011.615
2025-02-21 18:30:00,97042.2,97112.9,96746.6,96810.2,2642.349
2025-02-21 18:45:00,96810.1,96822.3,96478.4,96500.1,3743.946
2025-02-21 19:00:00,96500.1,96790.7,96296.1,96529.3,5486.316
2025-02-21 19:15:00,96529.3,96532.9,95804.8,95868.0,6800.57
2025-02-21 19:30:00,95868.0,96280.6,95340.0,95400.1,8787.355
2025-02-21 19:45:00,95400.1,95724.3,95201.2,95247.5,6805.167
2025-02-21 20:00:00,95247.4,95636.3,95188.0,95255.0,4995.591
2025-02-21 20:15:00,95255.1,95412.3,95100.0,95225.8,3468.855
2025-02-21 20:30:00,95225.9,95558.8,95154.7,95332.1,3522.705
2025-02-21 20:45:00,95332.1,95332.2,94830.4,95034.3,4595.636
2025-02-21 21:00:00,95034.3,95367.7,94990.5,95330.4,3028.755
2025-02-21 21:15:00,95330.4,95345.0,95035.1,95036.8,1626.669
2025-02-21 21:30:00,95036.7,95276.5,94970.3,95139.1,1969.479
2025-02-21 21:45:00,95139.0,95441.4,95122.8,95366.4,2618.704
2025-02-21 22:00:00,95366.4,95593.5,95200.0,95520.2,2868.071
2025-02-21 22:15:00,95520.1,95880.0,95433.1,95725.1,2327.024
2025-02-21 22:30:00,95725.1,95862.7,95455.3,95708.6,1304.824
2025-02-21 22:45:00,95708.7,95888.0,95620.0,95786.5,919.315
